Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age
STU405,Vihaan Agarwal,3.9,98.9,37.3,65.3,C,M,19
STU406,Ritika Saxena,9.1,66.1,44.5,65.6,C,F,17
STU407,Aditya Khanna,4.5,70.8,44.6,95.1,A,Male,17
STU408,Sneha Nair,1.1,83.6,32.9,74.6,B,F,24
STU409,Dev Joshi,9.1,84.4,51.4,82.4,B,Male,18
STU410,Saanvi Khanna,1.8,66.2,29.7,65,C,female,19
STU411,Priya Das,3.9,91.7,33,53.4,D,female,-5
STU412,Navya Reddy,9.6,91.4,53.4,83.4,B,female,19
STU413,Vihaan Iyer,9.6,69.5,49.1,76.5,B,Male,23
STU414,Manav Nair,6.2,71.5,40.6,70.1,B,M,17
STU415,Harsh Reddy,6.7,,46.4,77.4,B,Male,24
STU416,Pooja Reddy,5,93,35,52.5,D,F,18
STU417,Nisha Agarwal,3.6,87.9,42.3,87.6,A,F,-16
STU418,Shaurya Chopra,4,63.3,43.4,96.9,A,Male,25
STU419,Tanvi Mehta,7.1,76.7,49.9,93.5,A,female,23
STU420,Priya Joshi,7.8,82.4,41.6,59.3,C,female,20
STU421,Meera Das,8.1,67.5,42.3,64.4,C,F,21
STU422,Diya Chopra,8.1,77.9,50.5,88.5,A,F,18
STU423,Rahul Sharma,1.8,84,34.7,75.7,B,M,24
STU424,Rahul Bansal,5.4,73.1,40,,D,M,20
STU425,Aryan Bansal,1.5,91.2,40.8,95.6,A,M,25
STU426,Myra Patel,5.9,93.6,42.8,72.2,B,F,21
STU427,Arjun Singh,5,72.9,38.6,70.9,B,M,25
STU428,Meera Malhotra,9,93.5,40.1,42.5,D,F,20
STU429,Anika Verma,4.2,64.1,28.1,44.2,D,F,21
STU430,Manav Patel,2.1,93.5,25.7,40.4,D,Male,25
STU431,Sai Saxena,2.3,66.1,39.6,94.8,A,M,24
STU432,Surya Bansal,7.9,,41.5,64.5,C,Male,19
STU433,Nikhil Chopra,6.6,85.7,42.2,68.1,C,Male,17
STU434,Nikhil Gupta,1.9,78.9,38.9,90.7,A,M,19
STU435,Sara Mehta,1.8,96.3,36.2,76.6,B,F,20
STU436,Meera Verma,7.3,74.5,45,76.6,B,F,18
STU437,Sara Verma,1.7,71.5,27.9,57.8,C,F,17
STU438,Rahul Jain,8.4,80,51.8,90,A,M,23
STU439,Nisha Saxena,7.4,78.2,37.6,49.9,D,F,24
STU440,Dev Das,1.7,73.8,23.7,43.2,D,Male,-15
STU441,Diya Nair,1.8,87.7,27.8,51.5,D,female,21
STU442,Rohan Khanna,9.9,90.4,45.7,56.1,C,M,17
STU443,Ira Saxena,4.4,94.1,35.3,56.9,C,female,23
STU444,Krishna Gupta,4.3,98.9,42.6,80.2,B,Male,23
STU445,Ananya Kapoor,8.3,70.7,39.6,53.1,D,female,25
STU446,Arjun Malhotra,9.5,88.6,52,80.6,B,Male,19
STU447,Diya Nair,9.9,75.8,41,45.5,D,female,25
STU448,Priya Verma,7.8,87.1,38.9,48.8,D,female,-17
STU449,Ritika Mehta,4.4,79,37.8,70.5,B,F,17
STU450,Aadhya Kapoor,1.8,99.8,42.2,95.3,A,female,20
STU451,Vivaan Sharma,,89.2,52.4,91.6,A,Male,-8
STU452,Krishna Joshi,6,98.1,,98.1,A,Male,22
STU453,Arjun Khanna,4.8,93.4,42.6,79,B,Male,19
STU454,Rohan Iyer,9.2,96.1,52.2,80.5,B,M,17
STU455,Vivaan Sharma,2,92.6,36.5,77.5,B,,20
STU456,Vivaan Iyer,5.4,78.4,41.9,77.4,B,M,25
STU457,Harsh Singh,1.1,70.1,23.8,48.8,D,Male,19
STU458,Aarav Chopra,5.2,74.8,39.7,72.6,B,M,-4
STU459,Saanvi Bansal,1.5,60.8,28,63.2,C,female,23
STU460,Navya Jain,2.1,81,32.3,66.6,C,female,20
STU461,Manav Verma,2.1,80.2,33.6,71.4,B,Male,19
STU462,Sai Singh,6.8,81,36,47.7,D,M,-16
STU463,Sneha Kumar,7.7,99,43.8,61.6,C,F,21
STU464,Ritika Bansal,6.3,96.5,35.4,43.8,D,F,19
STU465,Ananya Khanna,9.7,66.5,55.7,98.8,A,F,25
STU466,Shruti Reddy,4.4,74.8,30.4,47.1,D,female,20
STU467,Myra Gupta,3.6,77,31.6,,D,female,21
STU468,Aryan Khanna,8.8,74.4,53.1,93.5,A,M,20
STU469,Nikhil Das,3,91.9,35.9,69,C,Male,21
STU470,Aadhya Iyer,9.7,81,41.9,48.1,D,female,23
STU471,Reyansh Mehta,1.1,82.9,29.4,63.1,C,Male,25
STU472,Kavya Sharma,9.7,94.1,42.9,47,D,F,23
STU473,Priya Kumar,1.4,92.2,27.6,52,D,F,21
STU474,Arjun Saxena,9,65.3,37.5,43.1,D,Male,23
STU475,Aditya Joshi,5.7,88.6,40.2,66.3,C,M,21
STU476,Sneha Kapoor,9.9,77.4,54.1,88.4,A,F,19
STU477,Surya Khanna,1.7,71.8,33.1,75.2,B,M,23
STU478,Navya Kapoor,6,62,41.1,76.4,B,F,18
STU479,Kavya Khanna,9.7,79.5,43,52,D,female,25
STU480,Ritika Nair,5.7,74.2,37,60.6,C,F,17
STU481,Nikhil Malhotra,6.7,70.1,47.6,90.7,A,M,22
STU482,Anika Agarwal,7.3,87.8,37,45.3,D,female,23
STU483,Ritika Saxena,5.1,90.8,46.7,91.5,A,F,24
STU484,Sara Joshi,6.6,69.8,40.9,69,C,female,-14
STU485,Aadhya Kapoor,6.3,62,45.9,90.2,A,female,18
STU486,Ayushi Chopra,9.1,94,45.3,59.1,C,F,18
STU487,Ishaan Saxena,1.4,60.4,26.9,60.3,C,Male,21
STU488,Rahul Khanna,3.5,97.5,42.3,85.1,A,Male,-17
STU489,Ishaan Das,9.6,85.1,53.8,87.1,A,M,22
STU490,Vihaan Bansal,,72.9,41.4,53.8,D,M,19
STU491,Pooja Kumar,5.1,69.9,46.7,98.4,A,F,24
STU492,Meera Gupta,6.6,60.4,32.8,45.1,D,female,17
STU493,Diya Nair,3.5,69.4,27.2,44.1,D,female,22
STU494,Aarav Jain,2.7,65.5,34.7,75.7,B,Male,20
STU495,Aditya Das,5.2,,43.9,83.4,B,Male,17
STU496,Ishita Reddy,4.2,66.7,44.4,97.7,A,female,23
STU497,Ayushi Mehta,6.3,81.1,40,64.3,C,female,25
STU498,Arjun Nair,1.7,83.6,24.2,41.5,D,M,20
STU499,Priya Saxena,9.8,71.9,49.7,76.2,B,female,20
STU500,Shruti Kumar,9.9,61.4,43.2,57.4,C,female,22
STU501,Aadhya Iyer,7.3,61.5,40.6,66,C,F,-12
STU502,Nisha Verma,5.8,,38.5,69.3,C,female,22
STU503,Yash Reddy,3.8,89.6,29.7,43.9,D,Male,23
STU504,Yash Nair,8.3,72.7,44.6,69.2,C,Male,19
STU505,Vivaan Joshi,7.2,91.9,43.3,65.6,C,M,23
STU506,Arjun Jain,2.5,77.3,37.6,82.8,B,M,19
STU507,Diya Kapoor,9.2,78.1,49.8,78.7,B,F,18
STU508,Arjun Khanna,8.4,80.5,40.2,51.1,D,M,20
STU509,Ananya Patel,9.5,88.5,43.6,,D,female,24
STU510,Nisha Chopra,7.5,70.9,38.6,55.1,C,female,25
STU511,Tanvi Patel,6.5,64.9,34.7,50.7,D,F,-10
STU512,Aditya Khanna,4.8,82.2,41.6,79.4,B,Male,17
STU513,Meera Jain,9.4,73.1,56,99.7,A,female,19
STU514,Kavya Jain,8.8,,49.1,79.1,B,female,25
STU515,Diya Khanna,1.4,85.9,34.3,76.4,B,F,17
STU516,Reyansh Iyer,1.2,79.8,29.8,64.6,C,Male,25
STU517,Dev Das,4.4,84.8,34.9,58.8,C,M,24
STU518,Sara Reddy,8.3,81.8,53.2,94.7,A,female,17
STU519,Rahul Sharma,9.9,89.6,58.2,98.1,A,Male,-24
STU520,Shruti Sharma,2.4,88.2,34.6,69.8,C,F,21
STU521,Ananya Patel,6.3,81.4,38,57.4,C,F,22
STU522,Vihaan Joshi,4.4,87.2,43.4,86.2,A,Male,21
STU523,Kavya Khanna,9.7,94.9,43.3,47.9,D,F,22
STU524,Yash Malhotra,8.6,77.3,,85.9,A,M,21
STU525,Reyansh Mehta,8.5,76.5,51.4,89.1,A,Male,21
STU526,Aryan Patel,5.2,90.6,33.7,47.5,D,M,20
STU527,Kavya Sharma,,83.3,47.3,98.6,A,F,19
STU528,Krishna Khanna,3.5,62.8,43,99.1,A,M,19
STU529,Surya Kumar,1.5,95.7,41.4,96.2,A,M,20
STU530,Vivaan Gupta,8.8,61.2,44.7,69.8,C,M,25
STU531,Shaurya Joshi,8.3,89.9,42,54.8,D,M,18
STU532,Vivaan Sharma,10,90.4,51.5,74.9,B,Male,25
STU533,Anika Iyer,10,98.1,49.4,65.2,C,F,-1
STU534,Anika Jain,6,62.2,33.9,52.4,D,F,17
STU535,Kavya Sharma,7.9,83.9,43.8,65.4,C,female,21
STU536,Ishaan Iyer,9.5,77.1,50.6,79.8,B,M,22
STU537,Ishaan Kapoor,8.6,73.2,,44.3,D,M,22
STU538,Ananya Nair,3.2,63.6,30.8,60,C,female,19
STU539,Ayushi Kapoor,5.1,82.5,30.8,41.1,D,female,23
STU540,Surya Gupta,2.2,79.2,37.8,85,A,M,25
STU541,Meera Reddy,9.6,64.2,,78.4,B,F,24
STU542,Diya Singh,6.5,84.5,34.6,43.8,D,female,22
STU543,Aditya Saxena,3.1,89.5,44.5,97.9,A,M,24
STU544,Nisha Gupta,7,90.7,35.5,,D,F,-12
STU545,Ishaan Sharma,6.6,96.2,45.4,,D,Male,24
STU546,Priya Gupta,4.2,76.4,42,86.6,A,female,20
STU547,Sara Singh,,98.1,40,87.3,A,female,24
STU548,Kavya Gupta,7,94.6,36.1,42.1,D,F,18
STU549,Aditya Agarwal,5.7,71.9,46.9,94.4,A,Male,21
STU550,Anika Jain,8,66.4,51.2,95.1,A,F,25
STU551,Tanvi Malhotra,5.7,77.4,41.2,73.7,B,female,20
STU552,Shaurya Verma,8.7,76.1,45.7,68.9,C,Male,22
STU553,Karthik Nair,6,83,33.1,,D,M,17
STU554,Priya Iyer,6,83.3,42.4,73.7,B,female,25
STU555,Sneha Mehta,8.9,90,46.2,64.6,C,F,17
STU556,Ira Verma,4.6,80.4,43.2,86.4,A,F,21
STU557,Shruti Singh,2.2,64.2,30.1,64.2,C,F,20
STU558,Sneha Kapoor,1.3,94.3,36.3,81,B,F,19
STU559,Meera Sharma,,72.4,36.7,46.1,D,F,22
STU560,Meera Malhotra,6.6,,37.5,48,D,female,18
STU561,Rahul Jain,7.3,64.7,35.6,48.4,D,Male,19
STU562,Ayushi Chopra,2.9,98.3,28.4,42.7,D,F,21
STU563,Anika Khanna,2.2,63.6,32.5,72.5,B,F,25
STU564,Nikhil Saxena,1.1,69.2,35.4,87.6,A,M,-10
STU565,Dev Gupta,4.2,61.9,37.6,76.6,B,M,24
STU566,Arjun Saxena,6.3,88.2,43.8,74.5,B,Male,18
STU567,Meera Khanna,4.5,94,42.6,80.8,B,female,21
STU568,Nisha Agarwal,4.9,77.4,35.7,60.4,C,female,-3
STU569,Sai Verma,9.1,97.1,46.4,61.7,C,Male,-21
STU570,Karthik Joshi,4.1,83.6,34.2,58.9,C,Male,17
STU571,Harsh Patel,5.6,85.2,44.5,82.7,B,Male,22
STU572,Navya Mehta,8.1,93.8,40.5,49.7,D,F,17
STU573,Ira Agarwal,4.6,71.9,28.6,40.8,D,female,18
STU574,Manav Kumar,6.6,74.2,43.4,75.8,B,Male,17
STU575,Ishaan Chopra,8.8,96.2,56.2,96.5,A,M,21
STU576,Shruti Singh,9.5,96,51.6,76.6,B,F,25
STU577,Pooja Iyer,2.3,99.1,40.6,87,A,F,-5
STU578,Ira Reddy,9.3,96.1,52.3,80.4,B,F,-23
STU579,Kavya Chopra,5.4,65.1,38.2,69.8,C,F,17
STU580,Shaurya Mehta,3.3,92.9,40.8,83.1,B,Male,18
STU581,Anika Sharma,5.1,76.4,44.7,89.4,A,F,25
STU582,Vivaan Iyer,9.8,99.6,45.6,53.5,D,M,19
STU583,Krishna Iyer,5.4,78.9,36.8,60.2,C,M,-18
STU584,Nikhil Agarwal,4,82.2,32.2,53.4,D,Male,21
STU585,Sneha Reddy,6.7,81.2,41.7,67.1,C,F,23
STU586,Vihaan Kumar,3.2,72.9,41.6,93.1,A,M,22
STU587,Tanvi Mehta,1.7,63,27.9,60.7,C,female,-10
STU588,Priya Kumar,2.2,95.8,32.7,62.5,C,F,21
STU589,Dev Khanna,2.2,92.1,41.1,91.6,A,Male,21
STU590,Meera Agarwal,2.4,65.6,32.6,70.9,B,female,22
STU591,Ritika Kapoor,2.2,91.1,35.1,72.1,B,F,-1
STU592,Anika Jain,6.8,85,49.6,91.6,A,female,21
STU593,Ira Verma,2.6,76.4,33.7,69.4,C,F,-16
STU594,Anika Singh,4.1,70.2,39.5,80.9,B,F,21
STU595,Vivaan Saxena,9.1,94.4,41.2,45.1,D,M,21
STU596,Ananya Jain,5.3,88,34.6,50.7,D,female,21
STU597,Anika Nair,7,81.9,41.5,64.3,C,female,19
STU598,Yash Saxena,,84.4,34.6,69.7,C,Male,17
STU599,Harsh Das,2.7,63.6,41.1,97.9,A,Male,21
STU600,Ananya Iyer,1.4,79,40.2,98.2,A,female,25
STU601,Rahul Iyer,2.5,67.7,39.1,91.1,A,M,17
STU602,Dev Mehta,3.5,68.3,31.5,58.9,C,M,19
STU603,Kavya Singh,2.6,86.5,43.2,97.8,A,F,20
STU604,Sai Jain,1.8,96.5,37.7,81.4,B,Male,17
STU605,Aarav Jain,2.1,76.2,30.9,63.6,C,Male,17
STU606,Surya Mehta,5.1,68.3,41.7,82.1,B,Male,24
STU607,Ira Reddy,,85.9,26.7,41,D,F,18
STU608,Krishna Kumar,4.3,94.8,32.7,48.8,D,M,24
STU609,Arjun Jain,5.5,89.9,46.9,89.8,A,Male,23
STU610,Meera Agarwal,7.2,94.8,47.5,78.7,B,F,18
STU611,Pooja Jain,1.4,81.5,29.5,61.9,C,female,22
STU612,Rahul Khanna,8.2,90.1,46.4,70,B,M,22
STU613,Sneha Das,6.7,65.6,48.2,94.3,A,female,19
STU614,Nikhil Jain,1.7,73.9,34.2,77.9,B,Male,18
STU615,Meera Iyer,8.9,75.6,44.5,63.9,C,F,17
STU616,Vivaan Khanna,9.3,80.5,40.8,47.2,D,M,22
STU617,Arjun Saxena,1.5,97.2,30,57.6,C,Male,21
STU618,Aryan Iyer,3.5,95,46.1,98.7,A,M,25
STU619,Ira Nair,8.3,65.4,43,66.2,C,F,17
STU620,Saanvi Malhotra,7.7,66.9,42.6,68.3,C,F,23
STU621,Reyansh Singh,2.7,74.3,33.8,69.9,C,Male,21
STU622,Harsh Das,,71.6,40.9,93,A,M,-5
STU623,Ananya Jain,4.3,84.6,39.9,76.2,B,F,18
STU624,Surya Mehta,5.4,96.1,44.9,81.6,B,M,-3
STU625,Aarav Kapoor,6.6,98.5,42.1,63.4,C,M,-17
STU626,Ayushi Jain,4.3,86.1,29.7,41.7,D,female,22
STU627,Nikhil Reddy,5.2,93.5,48.5,95.9,A,Male,18
STU628,Vivaan Chopra,7.7,81,52.6,96.9,A,Male,22
STU629,Reyansh Joshi,1.3,68.3,38.5,96.9,A,M,18
STU630,Tanvi Malhotra,3.3,81,43.7,96.6,A,female,18
STU631,Krishna Mehta,7.4,82.2,49.7,,D,M,18
STU632,Harsh Jain,9.1,89.7,51.5,81.1,B,Male,19
STU633,Krishna Malhotra,5.6,68.8,45.3,90.7,A,Male,18
STU634,Surya Singh,5.8,74.7,41.9,76,B,M,20
STU635,Arjun Das,2,74.6,25.9,48.1,D,M,25
STU636,Yash Chopra,5,,38.9,63.5,C,M,22
STU637,Vivaan Sharma,5.8,77.8,48.9,98.3,A,,17
STU638,Aarav Das,3.2,90.2,33.8,61.1,C,M,-10
STU639,Aarav Mehta,3.4,90,43.4,92.1,A,M,23
STU640,Diya Khanna,4.4,70.6,29.5,45.6,D,F,19
STU641,Karthik Joshi,1.2,82.9,28.7,60.1,C,Male,17
STU642,Ishita Jain,3.9,95.8,35.7,61.1,C,,21
STU643,Meera Das,2.9,79,26.6,43.1,D,female,20
STU644,Ishaan Malhotra,3.9,97.8,31.7,47.1,D,Male,24
STU645,Aarav Verma,2.1,68.6,26.5,51.6,D,M,17
STU646,Reyansh Khanna,9,63,51.4,90.3,A,M,17
STU647,Ritika Gupta,6.3,95.7,35.3,43.8,D,F,20
STU648,Ayushi Mehta,7.1,93.9,41,57.9,C,F,-1
STU649,Krishna Kumar,8.1,99.7,38.4,40.6,D,Male,21
STU650,Ananya Joshi,5.5,87.2,44.2,81.7,B,F,18
STU651,Saanvi Singh,1.8,97.5,36.5,77.2,B,F,22
STU652,Yash Sharma,5.8,93.1,44.5,78.7,B,Male,21
STU653,Ayushi Gupta,6.3,93.8,40.7,62.5,C,female,18
STU654,Rohan Joshi,7.7,82.8,39.4,52.5,D,M,19
STU655,Arjun Khanna,4.9,75.3,42.3,83.2,B,M,25
STU656,Pooja Bansal,2.1,97.4,40.6,88.7,A,F,-10
STU657,Aarav Kapoor,3.6,77.3,29.4,48.3,D,M,23
STU658,Ishita Das,4.3,81.6,37.5,69.2,C,F,22
STU659,Harsh Das,6.8,77.8,37.8,54.9,D,Male,24
STU660,Yash Chopra,6.1,82.6,35.5,50.1,D,Male,20
STU661,Ishaan Singh,4.2,78.8,41.5,84.1,B,Male,24
STU662,Aarav Iyer,9.9,61.9,47.7,,D,M,20
STU663,Saanvi Iyer,6.5,95.3,38.4,53,D,F,24
STU664,Navya Bansal,3.1,77.8,31.6,58.6,C,F,25
STU665,Sai Patel,1.9,83.6,41.6,98,A,M,19
STU666,Rahul Bansal,2.4,65.6,38.6,90.9,A,Male,19
STU667,Saanvi Verma,3.2,60.1,40.2,92.8,A,female,18
STU668,Tanvi Mehta,2.4,69.8,32.1,67.6,C,F,19
STU669,Sara Iyer,2.7,88.2,37.4,77.4,B,F,-25
STU670,Arjun Verma,3.6,64,32.4,62.6,C,M,21
STU671,Anika Saxena,2.6,96.4,28.2,44.7,D,female,21
STU672,Rahul Bansal,9.1,68.6,44.3,64.1,C,Male,18
STU673,Nisha Agarwal,1.7,68.2,32.9,75.6,B,F,22
STU674,Surya Jain,5.7,67.3,35.3,57.2,C,M,-24
STU675,Diya Gupta,4.7,60.6,42.7,90.9,A,female,22
STU676,Sai Patel,9.8,90.9,43.4,49.1,D,M,17
STU677,Aditya Nair,2,95,32.1,62,C,,21
STU678,Nikhil Saxena,4.6,84.6,31.9,47.5,D,M,25
STU679,Saanvi Das,9.7,67.5,45.4,64.3,C,female,18
STU680,Ayushi Reddy,8.8,71.4,37.5,42.4,D,F,17
STU681,Tanvi Gupta,8.4,79,41.6,56.4,C,female,25
STU682,Yash Khanna,3.3,98.2,35.6,64,C,Male,25
STU683,Tanvi Patel,2.5,69.9,32.6,68.7,C,F,25
STU684,Krishna Gupta,7,89.3,44.7,72.6,B,Male,-13
STU685,Pooja Joshi,9.4,77.6,43.5,56.5,C,F,24
STU686,Ira Das,6,71.9,40.6,71.4,B,female,17
STU687,Tanvi Mehta,6.1,78.2,41.2,70.5,B,F,20
STU688,Rohan Saxena,3.5,62.8,31,59,C,M,17
STU689,Anika Mehta,7.9,91.9,51.9,89.8,A,female,24
STU690,Aryan Verma,2.7,69.7,34.2,72.7,B,M,17
STU691,Shaurya Patel,,89,34.7,59.9,C,M,19
STU692,Shaurya Khanna,4.8,62.7,44.9,96.8,A,M,20
STU693,Rohan Das,5.6,98.2,48.2,90.7,A,M,24
STU694,Rohan Saxena,3.2,67.7,42.9,99,A,Male,22
STU695,Sara Iyer,2,95.3,38,81.5,B,female,23
STU696,Ishaan Mehta,6.5,92.4,41,62.7,C,M,24
STU697,Karthik Jain,3.6,,34.1,56.9,C,Male,18
STU698,Meera Patel,6.2,79.1,44.2,79.8,B,F,24
STU699,Harsh Chopra,2.4,,43.3,98.8,A,M,19
STU700,Vivaan Singh,5.3,74.8,41.4,77.6,B,M,23
STU701,Manav Singh,5.8,67.4,46.2,92.9,A,Male,19
STU702,Pooja Kapoor,1.5,77.7,28.7,59.7,C,,23
STU703,Myra Saxena,4,66.6,34,64.4,C,F,18
STU704,Nikhil Iyer,2.2,99.3,42.6,94.4,A,Male,22
STU705,Vihaan Jain,1.6,63.8,35.2,85.4,A,M,19
STU706,Ritika Mehta,9.9,83.6,57.8,98.9,A,female,19
STU707,Dev Sharma,3.9,85.1,42.3,86.5,A,Male,25
STU708,Kavya Sharma,8.3,81.5,44.8,66.9,C,female,23
STU709,Aryan Kumar,3.3,86.5,36.8,71.9,B,M,21
STU710,Manav Patel,7.1,64.6,48.9,94,A,M,23
STU711,Diya Joshi,7.8,82.2,45.7,73.1,B,F,25
STU712,Nikhil Kapoor,6.4,71.5,36.5,55.3,C,M,17
STU713,Ishita Malhotra,5.2,97.6,40,66.1,C,F,23
STU714,Ira Singh,4.7,90.5,39.8,71,B,F,-8
STU715,Krishna Mehta,4.1,98.9,31.8,45.8,D,M,25
STU716,Diya Kumar,9.4,61.5,50.3,84.6,B,F,17
STU717,Krishna Patel,8.5,71.4,38.1,46.6,D,M,20
STU718,Sneha Das,9.7,67.8,45.5,,D,F,25
STU719,Kavya Das,2.1,60.4,36.7,88.3,A,F,20
STU720,Aryan Sharma,7.6,69.7,42.6,68.1,C,M,19
STU721,Ira Patel,9.4,87.2,54.7,90.5,A,female,25
STU722,Surya Jain,2.6,69.2,30.3,60.5,C,Male,18
STU723,Manav Agarwal,1.6,80.4,40.5,97.5,A,M,20
STU724,Ishita Saxena,7.7,95.5,40.7,52.6,D,F,22
STU725,Krishna Gupta,6.2,87.8,33.9,42.3,D,Male,18
STU726,Shruti Singh,8.6,75.8,52.5,92.3,A,female,24
STU727,Rahul Gupta,2.3,74.9,37.6,85.1,A,M,24
STU728,Anika Agarwal,8.2,78.2,40.4,53.9,D,F,17
STU729,Shruti Kumar,2.8,67.1,42,99.1,A,F,19
STU730,Sai Verma,2.5,85.4,34.6,70.1,B,M,25
STU731,Tanvi Khanna,2.5,74.6,41.6,97.1,A,F,21
STU732,Vivaan Bansal,8.3,94.1,47.1,70.3,B,Male,22
STU733,Tanvi Das,7,90.3,43.5,68.3,C,F,20
STU734,Manav Reddy,5.7,84.4,39.9,66.9,C,Male,-7
STU735,Aarav Bansal,4.2,,33.9,60.1,C,Male,24
STU736,Arjun Bansal,8.9,68.4,46.2,72,B,M,-11
STU737,Meera Patel,4.5,91,38.3,67.2,C,F,21
STU738,Ishaan Bansal,8.3,79.5,37.2,42.2,D,Male,25
STU739,Ritika Das,5,69,33.6,,D,F,17
STU740,Krishna Reddy,4.4,67.8,31.4,52.8,D,Male,21
STU741,Anika Patel,5.2,66.6,44.7,92,A,female,22
STU742,Vihaan Saxena,3.7,91.1,39.3,75.9,B,M,21
STU743,Reyansh Malhotra,7.7,69.2,48.1,85.8,A,M,-8
STU744,Yash Jain,5.5,81.1,48.3,97.4,A,M,22
STU745,Vivaan Jain,3.1,78.1,37.6,78.6,B,Male,23
STU746,Priya Kapoor,9.1,83.2,56.2,99,A,female,20
STU747,Vivaan Patel,4.5,95.1,36.1,58.7,C,Male,24
STU748,Sai Verma,5.9,94.7,36.6,51.2,D,M,23
STU749,Krishna Patel,9.2,78,45.5,64.2,C,Male,25
STU750,Vihaan Kumar,6.6,60.6,39.7,68.2,C,M,23
STU751,Nisha Patel,2.1,77.1,40,93.7,A,F,19
STU752,Krishna Malhotra,9.5,84.2,49.5,73.6,B,Male,19
STU753,Ira Agarwal,6.6,82.3,38.7,,D,F,24
STU754,Nikhil Verma,4,86.1,42,84.6,B,Male,21
STU755,Surya Nair,2.3,66.2,32.3,70.3,B,M,20
STU756,Kavya Kumar,8.1,85.9,39.7,49.7,D,F,24
STU757,Karthik Kapoor,6.6,67.3,42.3,74.6,B,Male,22
STU758,Arjun Khanna,5.8,90,49,94.7,A,M,18
STU759,Ishaan Kapoor,9,73.6,52.5,90.6,A,Male,20
STU760,Tanvi Das,8.1,88.4,47.6,75.2,B,F,20
STU761,Krishna Malhotra,2.4,61.9,29.8,62.6,C,Male,22
STU762,Aarav Mehta,3.8,76.3,28.8,45.2,D,Male,-8
STU763,Ananya Saxena,3.2,88.2,35.7,68.2,C,F,17
STU764,Vihaan Verma,7.7,69.1,47.8,85.1,A,M,24
STU765,Aarav Patel,1.3,91.8,30.3,61.6,C,Male,-3
STU766,Aarav Jain,6.1,85.2,37,54.1,D,Male,-24
STU767,Meera Joshi,7.9,83.5,52.9,95.9,A,female,25
STU768,Saanvi Bansal,8.9,74.1,52,89.3,A,female,18
STU769,Yash Reddy,4.1,79.3,39.6,78.3,B,M,24
STU770,Ayushi Verma,8.4,83.9,39.7,48.2,D,F,19
STU771,Sai Bansal,2,78.9,26.5,48.7,D,M,21
STU772,Krishna Mehta,8.6,87.9,39.8,46.2,D,M,22
STU773,Manav Kapoor,2.1,77.3,35,77,B,M,22
STU774,Krishna Kapoor,4.6,68.1,30.1,46.9,D,Male,20
STU775,Aarav Nair,8.2,68.6,50.4,90.6,A,Male,19
STU776,Krishna Jain,2.3,60.2,40.5,99.6,A,M,20
STU777,Sai Chopra,3.1,72,32,62,C,M,17
STU778,Navya Das,7.5,90,44.2,67.2,C,female,20
STU779,Sneha Agarwal,7.5,91.8,49,82.7,B,F,17
STU780,Vihaan Bansal,6.8,68.1,49.3,96.2,A,M,17
STU781,Ayushi Kapoor,7.2,98.4,52.3,93.6,A,female,22
STU782,Surya Patel,5.9,80.1,32.9,43.5,D,M,21
STU783,Priya Singh,3.3,96.7,31.3,50.1,D,F,-14
STU784,Shaurya Singh,4.1,88.3,42.6,85.3,A,M,19
STU785,Meera Jain,2.6,,38.5,81.3,B,F,17
STU786,Krishna Reddy,9.2,63.4,39.1,48,D,Male,22
STU787,Saanvi Das,6.3,68.8,40.5,70.1,B,F,18
STU788,Karthik Jain,4.6,60.4,41.3,86.8,A,M,24
STU789,Sara Mehta,5.2,88.6,35.2,53.1,D,female,21
STU790,Rohan Das,9.5,73.8,54.1,92.3,A,Male,-7
STU791,Tanvi Gupta,2.4,91.5,26.9,43.2,D,female,18
STU792,Sai Reddy,6.3,73.6,46,86.9,A,M,24
STU793,Vihaan Saxena,5.6,92.8,43.6,76.9,B,Male,18
STU794,Kavya Patel,6.5,65.2,37.2,58.9,C,female,20
STU795,Aarav Kapoor,1.2,66.9,34.1,83.3,B,M,-12
STU796,Sneha Sharma,8.8,73.6,51,86.9,A,female,-13
STU797,Meera Das,9.4,76.3,55.2,96,A,F,25
STU798,Ananya Patel,6.1,73.9,38.2,62.1,C,F,17
STU799,Dev Gupta,7.3,90.5,48,81.2,B,M,25
STU800,Priya Reddy,9.3,63.9,47.8,76.2,B,female,-15
STU801,Manav Das,7.4,74,43.6,71.5,B,M,22
STU802,Ananya Kumar,2.4,93.5,42.2,93.4,A,female,23
STU803,Karthik Malhotra,6.2,62.7,30.7,40.2,D,Male,19
STU804,Aarav Joshi,6.5,97.7,39.8,56.9,C,M,17
STU805,Rahul Gupta,4.8,99.5,41.2,72.3,B,M,21
STU806,Navya Nair,7.6,63.5,36.8,50.7,D,female,18
STU807,Arjun Agarwal,9.4,,54.3,94.5,A,M,21
STU808,Rahul Das,9.3,74.9,49.8,78.9,B,Male,24
STU809,Myra Das,5.1,91.1,39.9,68.7,C,female,25
STU810,Meera Reddy,2,83.8,39.1,88.9,A,female,18
STU811,Pooja Iyer,9.9,85.8,48.5,67.1,C,female,19
STU812,Karthik Reddy,8.6,90.3,48.3,73.5,B,Male,19
STU813,Reyansh Kapoor,2.1,64.7,22.7,40.2,D,Male,17
