Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age,Study_Efficiency,Sleep_Hours,Internet_Usage_Hours
STU315,Sai Das,8.5,88.4,44.3,61.6,C,M,20,0.99,5.5,4.5
STU316,Priya Malhotra,7.3,,34.8,,D,F,-17,0.66,,7.5
STU317,Vivaan Malhotra,,79.1,43.4,86.9,A,,-13,,5.0,3.9
STU318,Shaurya Malhotra,2.6,68.9,36.7,82.0,B,M,19,0.67,5.4,2.3
STU319,Shruti Saxena,2.4,88.2,27.9,47.7,D,,207.2427759,0.71,6.2,5.3
STU320,Manav Nair,3.3,67.6,,99.1,,,-4,0.88,4.2,6.2
STU321,Aryan Reddy,5.9,82.1,43.0,,B,M,unknown,0.57,7.0,2.9
STU322,Ishita Kapoor,7.4,70.1,42.8,70.0,,female,-11,0.8,8.6,
STU323,Ayushi Patel,6.9,98.2,42.5,62.9,C,F,22,1.0,5.0,7.4
STU324,Ishita Jain,3.5,61.1,41.3,93.9,,female,19,0.51,9.6,6.5
STU325,Vivaan Mehta,9.6,68.0,42.4,54.6,D,Male,25,0.56,7.7,7.1
STU326,Aryan Malhotra,7.6,,39.3,57.1,,,22,,9.6,5.2
STU327,Diya Das,6.0,76.6,,,D,F,22,0.7,6.3,2.3
STU328,Nisha Bansal,6.5,69.3,45.6,85.5,A,F,17,0.82,6.0,4.7
STU329,Ritika Chopra,4.8,,40.3,75.7,B,F,20,0.71,6.5,7.0
STU330,Ayushi Reddy,3.2,94.9,38.8,76.5,B,female,209.0551547,0.63,9.6,3.0
STU331,Rahul Sharma,4.2,,33.2,53.1,D,M,-9,0.72,9.0,2.5
STU332,Nikhil Iyer,7.8,83.2,47.6,,B,,21,0.9,6.5,1.3
STU333,Yash Joshi,1.1,63.6,34.3,85.9,A,,17,0.73,6.2,
STU334,Pooja Jain,2.0,87.8,31.2,,C,,-2,0.53,72.04164438,3.0
STU335,Aarav Malhotra,,66.7,35.9,88.1,A,,21,0.68,6.7,3.6
STU336,Nisha Nair,1.4,91.5,416.7289021,60.9,C,female,-9,0.95,4.5,4.7
STU337,Aryan Malhotra,,,50.0,85.5,A,Male,,0.56,5.5,
STU338,Sara Kapoor,7.3,76.7,34.9,,,female,20,,4.4,1.8
STU339,Surya Joshi,5.3,74.0,39.9,73.1,B,M,22,0.86,,4.1
STU340,Yash Verma,1.9,94.4,,98.2,A,M,20,,9.7,5.1
STU341,Rohan Mehta,,65.1,,98.9,A,M,,0.92,9.4,7.6
STU342,Ritika Kapoor,5.3,,35.9,56.9,C,female,23,0.89,8.2,4.6
STU343,Nisha Iyer,2.6,,,,C,,24,0.51,8.1,7.9
STU344,Myra Reddy,,88.2,31.8,43.8,D,female,20,0.52,9.3,3.6
STU345,Yash Chopra,4.6,96.2,46.5,92.4,A,,18,0.71,8.4,7.0
STU346,Meera Chopra,6.5,77.4,43.0,74.1,B,female,19,0.9,,5.4
STU347,Krishna Gupta,6.7,79.5,40.3,63.1,C,Male,unknown,0.95,9.0,3.6
STU348,Priya Kumar,1.4,97.1,26.6,46.8,D,female,24,0.95,5.4,3.5
STU349,Sneha Mehta,4.4,80.8,45.9,96.8,A,F,19,0.97,4.7,4.0
STU350,Myra Verma,6.6,79.5,42.7,71.8,B,F,,0.99,8.3,5.6
STU351,Harsh Iyer,5.5,83.1,36.4,57.0,C,M,21,0.97,5.2,2.1
STU352,Ayushi Kapoor,8.7,87.6,44.5,61.0,C,F,21,,8.6,
STU353,Sara Reddy,6.9,,,704.7535498,C,female,23,0.55,5.3,5.3
STU354,Nisha Malhotra,,92.8,37.1,76.1,B,F,,0.83,10.0,2.3
STU355,Reyansh Kumar,1.6,77.4,39.7,95.8,A,M,unknown,0.89,,5.3
STU356,Meera Bansal,6.8,62.9,,91.4,A,female,17,0.98,5.4,3.2
STU357,Arjun Gupta,1.2,91.4,31.8,67.6,C,,17,,10.0,1.9
STU358,Tanvi Chopra,6.3,,47.0,89.6,A,female,18,0.96,82.90319403,3.1
STU359,Vivaan Sharma,9.5,64.0,45.0,65.4,C,M,,0.65,7.1,2.2
STU360,Meera Singh,6.2,,37.5,55.1,C,F,25,0.84,,6.9
STU361,Ayushi Patel,4.5,95.2,48.2,99.0,A,F,-25,0.71,,3.8
STU362,Nisha Patel,6.8,95.5,40.6,58.2,,female,21,0.82,5.8,5.2
STU363,Rahul Agarwal,,98.3,,59.4,C,Male,,0.77,6.8,4.0
STU364,Sai Patel,5.9,94.7,51.1,99.4,A,Male,23,0.81,7.6,7.9
STU365,Dev Jain,9.5,60.1,39.4,48.0,,Male,21,0.51,7.4,4.7
STU366,Krishna Mehta,4.5,75.2,42.2,85.6,A,Male,22,0.99,4.8,1.0
STU367,Diya Mehta,9.7,92.7,,96.1,A,female,-3,0.6,7.8,
STU368,Myra Gupta,,,46.9,70.7,,F,-19,0.59,6.8,6.6
STU369,Rohan Bansal,2.8,84.1,26.1,40.2,D,Male,-13,0.77,8.1,2.2
STU370,Anika Saxena,1.6,84.3,30.4,62.5,,female,21,0.71,,6.5
STU371,Sneha Malhotra,1.9,74.6,459.0152832,,D,female,-7,0.62,81.0806808,5.5
STU372,Nisha Sharma,1.2,96.2,31.5,65.0,C,female,25,0.53,7.3,5.0
STU373,Nikhil Saxena,1.8,80.1,37.8,,A,Male,21,0.57,6.8,5.2
STU374,Rohan Agarwal,,78.6,41.9,66.3,C,Male,180.4929166,0.6,7.1,
STU375,Priya Khanna,,99.9,33.0,,C,female,20,0.64,84.40712683,
STU376,Ayushi Verma,57.85592586,79.7,,73.4,B,female,21,,6.4,4.3
STU377,Anika Kumar,8.6,67.1,46.4,74.9,,female,-11,,5.9,3.8
STU378,Shruti Singh,1.2,80.5,37.9,,A,F,,0.54,6.8,6.0
STU379,Ananya Mehta,8.3,92.6,,58.5,C,F,20,0.92,,4.2
STU380,Vihaan Kapoor,3.5,91.1,42.9,89.3,A,M,17,0.94,4.7,4.7
STU381,Krishna Reddy,2.1,91.5,35.6,74.0,B,M,21,0.89,4.7,
STU382,Dev Chopra,7.3,88.3,40.8,58.0,C,Male,-8,0.87,4.9,2.4
STU383,Kavya Gupta,6.7,70.2,37.7,57.7,C,F,22,,5.6,2.0
STU384,Aarav Kapoor,8.9,94.5,,,C,M,21,0.93,,6.2
STU385,Myra Malhotra,7.6,95.7,48.0,77.4,B,female,,0.59,7.1,2.7
STU386,Diya Reddy,8.2,67.8,39.3,53.8,D,female,18,0.77,9.0,7.7
STU387,Reyansh Malhotra,3.5,65.2,42.1,95.2,A,Male,20,0.58,6.3,
STU388,Arjun Das,2.6,,37.4,,D,,19,0.7,6.2,4.1
STU389,Rohan Verma,7.8,94.7,53.6,95.2,,,-19,0.58,5.4,
STU390,Pooja Khanna,8.3,95.7,39.0,,D,female,24,0.94,6.7,5.7
STU391,Rahul Das,9.9,,47.5,60.6,C,Male,-10,0.83,9.4,2.1
STU392,Manav Reddy,4.7,,30.0,41.4,D,Male,20,0.85,4.3,1.2
STU393,Aadhya Verma,4.3,85.9,34.1,56.3,C,F,24,0.51,4.1,1.9
STU394,Rahul Saxena,8.0,81.8,51.7,91.7,A,M,23,0.55,9.9,6.0
STU395,Reyansh Mehta,4.1,62.0,27.1,42.2,D,Male,,0.52,6.1,3.2
STU396,Nikhil Nair,9.4,89.8,47.6,66.2,C,M,17,0.56,4.0,4.2
STU397,Sara Sharma,8.7,80.2,39.6,,,female,20,0.57,5.9,
STU398,Reyansh Iyer,4.9,85.9,37.9,65.0,C,M,24,0.85,5.6,7.3
STU399,Nikhil Gupta,7.8,80.1,50.7,90.3,A,,,0.59,9.9,5.4
STU400,Anika Joshi,7.8,79.7,46.8,77.4,B,F,19,0.8,6.9,5.4
STU401,Nikhil Mehta,1.9,66.9,,,B,,17,,8.5,7.0
STU402,Reyansh Kumar,9.1,71.1,43.6,60.9,,,17,0.56,,1.5
STU403,Ananya Kapoor,5.5,66.4,46.6,,A,female,19,0.83,,7.5
STU404,Meera Joshi,8.4,67.8,48.4,,B,F,-17,0.88,,7.7
STU405,Vihaan Agarwal,3.9,98.9,37.3,65.3,C,M,19,0.92,8.6,5.3
STU406,Ritika Saxena,9.1,66.1,491.3642614,65.6,C,F,,0.87,7.2,
STU407,Aditya Khanna,4.5,923.1618482,,,A,Male,17,0.94,6.6,5.0
STU408,Sneha Nair,1.1,83.6,32.9,74.6,B,,24,0.75,9.3,3.6
STU409,Dev Joshi,9.1,84.4,51.4,82.4,B,Male,18,0.54,,7.1
STU410,Saanvi Khanna,66.25183422,66.2,29.7,65.0,C,female,,0.79,7.5,1.8
STU411,Priya Das,3.9,91.7,33.0,53.4,D,female,-5,0.61,6.3,7.5
STU412,Navya Reddy,9.6,91.4,53.4,,B,female,19,0.89,4.1,2.3
STU413,Vihaan Iyer,9.6,69.5,49.1,76.5,B,Male,23,0.52,5.3,6.0
STU414,Manav Nair,,,40.6,70.1,B,M,17,,7.6,1.2
STU415,Harsh Reddy,6.7,,46.4,77.4,B,Male,24,0.75,6.6,2.9
STU416,Pooja Reddy,5.0,93.0,35.0,52.5,D,F,18,,7.0,4.3
STU417,Nisha Agarwal,3.6,87.9,42.3,,A,,,0.53,6.3,6.7
STU418,Shaurya Chopra,4.0,63.3,43.4,96.9,A,Male,25,0.72,6.6,4.8
STU419,Tanvi Mehta,7.1,76.7,49.9,93.5,A,,23,0.59,5.8,2.0
STU420,Priya Joshi,7.8,,41.6,59.3,C,female,20,0.77,5.3,1.2
STU421,Meera Das,8.1,,,64.4,C,F,21,,7.7,1.5
STU422,Diya Chopra,8.1,77.9,50.5,,A,F,18,0.69,4.4,6.7
STU423,Rahul Sharma,1.8,84.0,,75.7,B,M,24,0.73,70.1887844,6.8
STU424,Rahul Bansal,5.4,73.1,40.0,,D,M,20,0.8,5.7,
STU425,Aryan Bansal,1.5,,,95.6,A,M,25,0.88,,7.5
STU426,Myra Patel,5.9,,42.8,72.2,B,F,21,0.85,4.8,7.8
STU427,Arjun Singh,5.0,72.9,38.6,70.9,B,M,25,,5.7,3.3
STU428,Meera Malhotra,9.0,93.5,40.1,42.5,D,,,0.98,9.9,7.4
STU429,Anika Verma,4.2,,28.1,44.2,D,F,21,0.68,5.6,5.9
STU430,Manav Patel,2.1,93.5,25.7,40.4,D,Male,,0.61,8.5,6.6
STU431,Sai Saxena,2.3,,39.6,94.8,A,M,24,0.5,7.8,3.4
STU432,Surya Bansal,,,41.5,64.5,C,Male,19,0.5,9.6,7.6
STU433,Nikhil Chopra,6.6,,42.2,68.1,C,Male,17,0.65,7.0,4.6
STU434,Nikhil Gupta,1.9,78.9,38.9,90.7,,M,19,0.87,9.4,7.9
STU435,Sara Mehta,1.8,96.3,36.2,,B,F,unknown,,7.2,2.1
STU436,Meera Verma,7.3,,45.0,76.6,B,F,unknown,0.97,7.9,47.92608959
STU437,Sara Verma,1.7,864.3790572,27.9,57.8,C,F,17,0.99,5.9,5.9
STU438,Rahul Jain,,80.0,,,A,,23,0.62,9.4,
STU439,Nisha Saxena,,,37.6,49.9,D,F,,,5.1,6.4
STU440,Dev Das,1.7,73.8,23.7,43.2,D,Male,unknown,0.98,4.8,3.2
STU441,Diya Nair,1.8,87.7,27.8,51.5,D,female,21,0.85,8.9,7.4
STU442,Rohan Khanna,,90.4,45.7,56.1,C,M,17,0.76,6.5,3.1
STU443,Ira Saxena,4.4,94.1,35.3,56.9,C,female,23,0.93,4.2,5.8
STU444,Krishna Gupta,4.3,98.9,,80.2,B,Male,23,,5.4,3.0
STU445,Ananya Kapoor,8.3,70.7,39.6,53.1,D,,25,0.95,,1.2
STU446,Arjun Malhotra,9.5,88.6,52.0,,B,Male,19,0.66,4.4,7.8
STU447,Diya Nair,9.9,75.8,41.0,45.5,D,female,25,0.86,7.4,4.3
STU448,Priya Verma,7.8,87.1,38.9,,D,female,-17,0.64,,7.2
STU449,Ritika Mehta,57.91970355,79.0,37.8,70.5,B,,17,,4.0,3.5
STU450,Aadhya Kapoor,62.03715697,99.8,42.2,95.3,A,female,20,,6.3,
STU451,Vivaan Sharma,,,52.4,91.6,A,Male,,,4.1,2.8
STU452,Krishna Joshi,61.97107541,98.1,,,A,Male,22,0.63,,3.9
STU453,Arjun Khanna,4.8,,42.6,79.0,B,Male,,0.84,6.8,7.1
STU454,Rohan Iyer,9.2,96.1,52.2,80.5,B,M,-2,,,6.7
STU455,Vivaan Sharma,2.0,92.6,36.5,77.5,,,-15,0.96,,6.0
STU456,Vivaan Iyer,5.4,78.4,,77.4,B,M,25,0.91,,3.2
STU457,Harsh Singh,1.1,70.1,23.8,,D,Male,,,8.9,1.9
STU458,Aarav Chopra,5.2,74.8,39.7,72.6,B,M,-4,0.84,4.1,3.1
STU459,Saanvi Bansal,1.5,60.8,,,C,female,23,0.52,7.4,7.7
STU460,Navya Jain,2.1,81.0,32.3,66.6,C,female,20,,5.6,
STU461,Manav Verma,2.1,80.2,33.6,71.4,B,Male,19,0.76,10.0,6.7
STU462,Sai Singh,,81.0,36.0,,D,M,,0.85,9.7,2.3
STU463,Sneha Kumar,7.7,99.0,43.8,61.6,C,F,21,0.78,,2.1
STU464,Ritika Bansal,6.3,96.5,35.4,43.8,,,19,0.76,8.8,1.8
STU465,Ananya Khanna,9.7,66.5,55.7,,,F,,0.72,4.3,
STU466,Shruti Reddy,4.4,74.8,30.4,,,female,,0.51,7.8,
STU467,Myra Gupta,3.6,77.0,31.6,,D,female,21,0.78,,3.7
STU468,Aryan Khanna,,74.4,53.1,93.5,A,M,20,0.59,4.3,1.3
STU469,Nikhil Das,3.0,91.9,35.9,69.0,C,Male,21,0.85,6.9,4.0
STU470,Aadhya Iyer,9.7,,41.9,48.1,D,female,23,0.96,5.1,4.4
STU471,Reyansh Mehta,1.1,82.9,29.4,63.1,C,Male,25,0.97,4.5,2.0
STU472,Kavya Sharma,9.7,,42.9,47.0,D,F,23,0.79,9.5,1.1
STU473,Priya Kumar,,92.2,27.6,52.0,D,F,21,0.66,7.3,7.2
STU474,Arjun Saxena,9.0,65.3,37.5,43.1,D,Male,23,0.91,6.7,2.5
STU475,Aditya Joshi,60.32913194,88.6,40.2,66.3,C,,,,,5.6
STU476,Sneha Kapoor,9.9,77.4,54.1,88.4,A,F,201.4623358,0.98,9.3,45.24966441
STU477,Surya Khanna,1.7,71.8,33.1,75.2,B,M,23,0.69,9.0,2.5
STU478,Navya Kapoor,6.0,62.0,,834.5196397,,,18,0.69,,3.2
STU479,Kavya Khanna,9.7,79.5,43.0,52.0,D,female,25,,,2.5
STU480,Ritika Nair,5.7,74.2,37.0,60.6,C,F,unknown,0.89,4.0,3.4
STU481,Nikhil Malhotra,6.7,70.1,47.6,90.7,A,M,22,,4.8,1.4
STU482,Anika Agarwal,7.3,,37.0,45.3,D,female,23,0.8,8.2,4.1
STU483,Ritika Saxena,5.1,,46.7,91.5,A,F,24,0.87,,1.6
STU484,Sara Joshi,6.6,69.8,40.9,69.0,C,female,-14,0.98,9.9,1.9
STU485,Aadhya Kapoor,6.3,,45.9,90.2,A,female,18,0.94,8.6,5.9
STU486,Ayushi Chopra,9.1,,45.3,59.1,C,,18,0.74,4.1,2.5
STU487,Ishaan Saxena,56.18606627,60.4,26.9,,,Male,,0.99,9.5,5.9
STU488,Rahul Khanna,3.5,97.5,42.3,85.1,A,Male,-17,0.61,4.5,5.9
STU489,Ishaan Das,9.6,,53.8,87.1,A,M,unknown,0.65,,5.7
STU490,Vihaan Bansal,,72.9,41.4,53.8,D,M,19,0.59,8.6,
STU491,Pooja Kumar,5.1,69.9,46.7,98.4,A,F,unknown,0.94,6.0,2.4
STU492,Meera Gupta,,60.4,32.8,45.1,D,female,17,0.85,5.0,3.4
STU493,Diya Nair,3.5,69.4,27.2,745.099074,D,female,22,0.95,6.2,3.2
STU494,Aarav Jain,2.7,,,75.7,B,Male,20,0.85,6.0,6.6
STU495,Aditya Das,5.2,,43.9,,B,Male,,,9.0,3.2
STU496,Ishita Reddy,4.2,66.7,44.4,97.7,A,female,23,0.57,7.0,4.7
STU497,Ayushi Mehta,6.3,81.1,40.0,64.3,,female,25,0.93,5.0,4.4
STU498,Arjun Nair,1.7,83.6,24.2,41.5,D,M,20,0.77,,3.3
STU499,Priya Saxena,9.8,71.9,49.7,,,,20,0.87,7.8,6.4
STU500,Shruti Kumar,9.9,61.4,,,,female,191.9536608,0.95,7.1,7.1
STU501,Aadhya Iyer,7.3,61.5,40.6,66.0,C,F,,0.87,4.2,7.6
STU502,Nisha Verma,5.8,,38.5,69.3,C,female,22,,8.7,1.4
STU503,Yash Reddy,3.8,89.6,29.7,43.9,D,Male,,,9.5,7.6
STU504,Yash Nair,8.3,,44.6,69.2,C,Male,19,0.78,7.6,3.7
STU505,Vivaan Joshi,7.2,91.9,43.3,65.6,C,M,23,,,3.8
STU506,Arjun Jain,,77.3,37.6,82.8,,,19,,8.1,6.9
STU507,Diya Kapoor,9.2,78.1,49.8,78.7,B,F,18,0.74,8.0,4.3
STU508,Arjun Khanna,8.4,,40.2,51.1,D,M,20,0.52,4.8,3.3
STU509,Ananya Patel,9.5,88.5,443.9188194,,,female,24,0.6,,4.8
STU510,Nisha Chopra,7.5,70.9,38.6,55.1,C,female,25,0.71,4.1,3.8
STU511,Tanvi Patel,6.5,64.9,34.7,50.7,,F,-10,8.64958744,4.5,1.6
STU512,Aditya Khanna,4.8,82.2,41.6,79.4,B,Male,17,0.99,9.6,53.3007939
STU513,Meera Jain,9.4,73.1,,,A,,,0.61,9.4,6.0
STU514,Kavya Jain,8.8,,49.1,79.1,B,female,25,9.245239343,,4.6
STU515,Diya Khanna,1.4,85.9,34.3,76.4,B,F,17,,9.2,2.5
STU516,Reyansh Iyer,,79.8,,64.6,C,Male,25,0.63,4.1,4.6
STU517,Dev Das,4.4,84.8,34.9,58.8,C,M,-14,0.82,6.6,1.7
STU518,Sara Reddy,8.3,,,94.7,A,female,-1,0.9,70.85225651,
STU519,Rahul Sharma,9.9,,58.2,98.1,A,Male,-24,0.57,9.9,5.4
STU520,Shruti Sharma,2.4,88.2,34.6,69.8,C,F,-9,0.56,6.0,1.2
STU521,Ananya Patel,6.3,81.4,38.0,57.4,C,F,22,0.64,6.7,4.8
STU522,Vihaan Joshi,4.4,87.2,,86.2,A,,21,,9.2,5.2
STU523,Kavya Khanna,9.7,94.9,43.3,47.9,D,F,,0.83,7.0,5.5
STU524,Yash Malhotra,,77.3,,,A,M,21,0.53,7.3,4.2
STU525,Reyansh Mehta,8.5,76.5,51.4,,A,Male,21,0.55,5.0,4.4
STU526,Aryan Patel,5.2,90.6,33.7,47.5,D,M,20,0.97,7.8,2.9
STU527,Kavya Sharma,,83.3,,98.6,A,F,19,0.64,,2.7
STU528,Krishna Khanna,3.5,62.8,43.0,,A,,19,0.6,7.1,5.8
STU529,Surya Kumar,1.5,95.7,41.4,,A,M,unknown,0.74,4.2,51.09763765
STU530,Vivaan Gupta,8.8,61.2,44.7,69.8,C,,unknown,0.54,6.7,4.1
STU531,Shaurya Joshi,8.3,,,54.8,D,M,18,0.88,,
STU532,Vivaan Sharma,10.0,90.4,51.5,74.9,B,Male,25,0.66,6.4,1.5
STU533,Anika Iyer,,98.1,49.4,65.2,C,,-1,0.78,5.1,7.2
STU534,Anika Jain,6.0,62.2,33.9,52.4,D,F,17,0.84,9.0,6.3
STU535,Kavya Sharma,7.9,854.3141342,43.8,65.4,C,,21,0.78,,7.0
STU536,Ishaan Iyer,9.5,77.1,50.6,79.8,B,M,198.2874448,,,
STU537,Ishaan Kapoor,8.6,73.2,,44.3,D,,22,0.83,,6.0
STU538,Ananya Nair,3.2,,30.8,60.0,C,female,,0.56,9.8,
STU539,Ayushi Kapoor,,82.5,,41.1,,female,23,0.55,4.2,
STU540,Surya Gupta,2.2,79.2,37.8,85.0,A,M,25,0.77,5.1,7.8
STU541,Meera Reddy,9.6,64.2,,78.4,B,F,24,0.66,9.9,4.9
STU542,Diya Singh,6.5,84.5,34.6,43.8,D,female,22,0.78,8.7,5.3
STU543,Aditya Saxena,,89.5,44.5,97.9,,M,24,0.97,8.6,2.1
STU544,Nisha Gupta,7.0,90.7,35.5,,D,F,unknown,0.79,7.5,3.4
STU545,Ishaan Sharma,6.6,96.2,45.4,,,Male,24,,5.0,6.5
STU546,Priya Gupta,4.2,76.4,42.0,,A,female,20,0.69,6.8,
STU547,Sara Singh,,98.1,40.0,87.3,A,female,24,0.83,4.6,6.6
STU548,Kavya Gupta,7.0,94.6,36.1,42.1,D,,18,0.6,6.2,4.7
STU549,Aditya Agarwal,5.7,71.9,46.9,94.4,,Male,21,0.82,5.4,3.5
STU550,Anika Jain,8.0,66.4,51.2,,A,F,25,0.54,9.6,4.6
STU551,Tanvi Malhotra,,77.4,41.2,73.7,B,female,20,0.74,5.6,3.1
STU552,Shaurya Verma,8.7,,45.7,68.9,C,Male,unknown,0.53,6.9,
STU553,Karthik Nair,,83.0,33.1,,D,M,17,0.78,8.9,5.8
STU554,Priya Iyer,6.0,83.3,402.6841811,73.7,B,female,unknown,0.71,8.6,
STU555,Sneha Mehta,8.9,90.0,46.2,,,F,unknown,0.91,4.9,1.5
STU556,Ira Verma,4.6,80.4,43.2,86.4,,F,,0.93,9.1,
STU557,Shruti Singh,2.2,64.2,,64.2,C,F,20,,5.0,6.9
STU558,Sneha Kapoor,1.3,94.3,,81.0,B,F,19,0.85,,7.5
STU559,Meera Sharma,,72.4,36.7,46.1,D,F,unknown,,,6.0
STU560,Meera Malhotra,6.6,,37.5,48.0,D,female,18,0.62,5.6,
STU561,Rahul Jain,7.3,64.7,,767.8293361,,Male,,0.66,76.82246126,
STU562,Ayushi Chopra,2.9,98.3,28.4,42.7,D,,21,0.68,5.7,3.6
STU563,Anika Khanna,2.2,63.6,32.5,72.5,B,F,25,0.81,,5.8
STU564,Nikhil Saxena,1.1,811.4632971,35.4,87.6,A,M,-10,0.7,,5.9
STU565,Dev Gupta,4.2,61.9,37.6,,B,M,24,,7.4,
STU566,Arjun Saxena,6.3,88.2,43.8,74.5,B,Male,18,0.92,7.2,3.7
STU567,Meera Khanna,4.5,94.0,42.6,80.8,,female,-7,0.9,4.0,
STU568,Nisha Agarwal,4.9,77.4,35.7,60.4,C,female,-3,0.72,4.7,4.3
STU569,Sai Verma,9.1,97.1,46.4,61.7,C,Male,-21,0.87,,3.8
STU570,Karthik Joshi,4.1,83.6,34.2,830.9320913,C,Male,206.8082333,0.99,5.1,6.9
STU571,Harsh Patel,5.6,85.2,,82.7,B,Male,22,,6.9,
STU572,Navya Mehta,8.1,93.8,40.5,49.7,D,F,,0.75,6.2,6.3
STU573,Ira Agarwal,4.6,71.9,28.6,40.8,D,,,,7.3,
STU574,Manav Kumar,6.6,74.2,43.4,75.8,B,Male,17,0.87,8.5,
STU575,Ishaan Chopra,8.8,96.2,56.2,96.5,A,M,,0.68,7.5,7.0
STU576,Shruti Singh,9.5,96.0,51.6,76.6,B,F,25,0.88,7.3,4.2
STU577,Pooja Iyer,2.3,99.1,40.6,87.0,A,F,-5,0.86,9.2,3.6
STU578,Ira Reddy,9.3,96.1,52.3,735.6451268,B,F,-23,,9.4,5.0
STU579,Kavya Chopra,5.4,65.1,38.2,69.8,C,F,-2,0.87,5.2,
STU580,Shaurya Mehta,3.3,92.9,40.8,83.1,B,Male,18,0.89,4.0,5.9
STU581,Anika Sharma,5.1,886.0838866,44.7,89.4,A,F,25,0.62,,7.5
STU582,Vivaan Iyer,9.8,99.6,45.6,53.5,D,M,19,0.99,8.8,6.8
STU583,Krishna Iyer,5.4,,36.8,60.2,,M,-18,0.97,7.0,1.8
STU584,Nikhil Agarwal,4.0,82.2,32.2,53.4,D,,unknown,0.74,6.4,
STU585,Sneha Reddy,,81.2,41.7,67.1,,F,23,0.71,5.7,5.8
STU586,Vihaan Kumar,,72.9,,93.1,A,,22,0.76,7.4,5.9
STU587,Tanvi Mehta,,63.0,27.9,60.7,C,,-2,0.67,6.8,
STU588,Priya Kumar,,95.8,32.7,62.5,C,F,-19,0.96,7.8,5.6
STU589,Dev Khanna,2.2,851.5921527,41.1,,A,,21,0.59,6.1,1.5
STU590,Meera Agarwal,2.4,65.6,32.6,70.9,B,female,,0.88,5.2,5.3
STU591,Ritika Kapoor,2.2,,35.1,72.1,,F,-1,0.66,,6.2
STU592,Anika Jain,6.8,85.0,49.6,91.6,A,female,21,0.56,5.9,7.0
STU593,Ira Verma,2.6,76.4,33.7,69.4,C,F,-16,0.75,4.5,5.4
STU594,Anika Singh,4.1,,39.5,80.9,,F,unknown,0.95,,4.6
STU595,Vivaan Saxena,,94.4,41.2,45.1,D,M,21,0.59,8.0,1.6
STU596,Ananya Jain,5.3,88.0,34.6,50.7,D,female,-8,0.95,5.0,
STU597,Anika Nair,,,,64.3,,female,19,1.0,9.7,2.0
STU598,Yash Saxena,,84.4,34.6,,C,Male,17,0.88,8.0,3.1
STU599,Harsh Das,,63.6,41.1,97.9,A,Male,21,0.75,5.4,3.5
STU600,Ananya Iyer,,79.0,40.2,98.2,A,female,-8,0.76,7.5,5.6
STU601,Rahul Iyer,2.5,67.7,39.1,91.1,A,M,17,,4.2,2.8
STU602,Dev Mehta,3.5,68.3,31.5,793.2698987,C,M,19,,4.8,6.4
STU603,Kavya Singh,2.6,86.5,43.2,97.8,A,F,20,0.99,5.3,8.0
STU604,Sai Jain,1.8,96.5,37.7,81.4,,Male,17,,9.2,
STU605,Aarav Jain,,,30.9,,C,Male,17,0.67,,2.2
STU606,Surya Mehta,5.1,68.3,41.7,82.1,B,Male,24,0.89,5.7,1.9
STU607,Ira Reddy,,85.9,26.7,,D,F,18,0.88,7.5,6.2
STU608,Krishna Kumar,4.3,94.8,32.7,48.8,,M,24,0.79,10.0,1.5
STU609,Arjun Jain,5.5,89.9,46.9,89.8,A,Male,23,0.66,7.3,2.4
STU610,Meera Agarwal,7.2,938.1695107,,78.7,B,F,18,,9.4,2.0
STU611,Pooja Jain,1.4,,29.5,61.9,C,female,-4,0.52,8.6,7.2
STU612,Rahul Khanna,8.2,90.1,46.4,70.0,,M,22,0.61,9.7,6.7
STU613,Sneha Das,6.7,65.6,,94.3,A,,19,0.89,5.8,6.4
STU614,Nikhil Jain,1.7,73.9,34.2,77.9,B,Male,18,0.87,6.7,5.9
STU615,Meera Iyer,8.9,75.6,44.5,63.9,C,F,17,0.54,,2.2
STU616,Vivaan Khanna,56.56130546,80.5,,47.2,D,M,-6,0.96,6.5,2.8
STU617,Arjun Saxena,1.5,97.2,30.0,57.6,C,Male,21,0.76,8.7,4.7
STU618,Aryan Iyer,3.5,95.0,46.1,98.7,A,M,,0.8,8.4,5.1
STU619,Ira Nair,8.3,65.4,43.0,66.2,C,F,17,0.95,7.5,2.8
STU620,Saanvi Malhotra,,66.9,42.6,68.3,C,F,23,0.88,4.4,1.0
STU621,Reyansh Singh,,74.3,33.8,69.9,C,Male,21,0.99,,46.10568682
STU622,Harsh Das,,,,93.0,A,M,-5,0.53,5.9,5.2
STU623,Ananya Jain,4.3,84.6,39.9,76.2,B,,18,0.79,8.4,7.4
STU624,Surya Mehta,5.4,96.1,44.9,81.6,B,M,-3,0.66,8.3,1.0
STU625,Aarav Kapoor,6.6,98.5,42.1,63.4,C,M,181.0578049,0.6,8.5,5.3
STU626,Ayushi Jain,4.3,86.1,29.7,41.7,,female,22,0.63,7.7,6.8
STU627,Nikhil Reddy,,93.5,48.5,95.9,A,Male,unknown,0.98,,4.8
STU628,Vivaan Chopra,7.7,81.0,52.6,96.9,A,,22,0.65,,4.8
STU629,Reyansh Joshi,1.3,68.3,38.5,96.9,,M,unknown,0.97,8.1,1.1
STU630,Tanvi Malhotra,3.3,81.0,43.7,96.6,A,female,18,0.84,6.5,6.4
